Project Name,Package,CompilationUnit,Type Name,IsClass,IsInterface, IsAbstract,Interfaces Extended,number of extenders
contract4j_v4,org.contract4j5.configurator,Configurator.java,Configurator,FALSE,TRUE,FALSE,0,0
contract4j_v4,org.contract4j5.configurator,Configurator.java,ConfigurationFailedException,TRUE,FALSE,FALSE,1,4
contract4j_v4,org.contract4j5.configurator.properties,PropertiesConfigurator.java,PropertiesConfigurator,TRUE,FALSE,FALSE,1,2
contract4j_v4,org.contract4j5.configurator.properties,PropertiesConfigurator.java,EnabledPropertyKeys,FALSE,FALSE,FALSE,2,2
contract4j_v4,org.contract4j5.configurator.properties,PropertiesConfigurator.java,KnownBeanKeys,FALSE,FALSE,FALSE,2,2
contract4j_v4,org.contract4j5.context,TestContext.java,TestContext,FALSE,TRUE,FALSE,0,0
contract4j_v4,org.contract4j5.context,TestContextImpl.java,TestContextImpl,TRUE,FALSE,FALSE,1,1
contract4j_v4,org.contract4j5.contract,Contract.java,Contract,FALSE,TRUE,FALSE,1,0
contract4j_v4,org.contract4j5.contract,Post.java,Post,FALSE,TRUE,FALSE,1,0
contract4j_v4,org.contract4j5.contract,Pre.java,Pre,FALSE,TRUE,FALSE,1,0
contract4j_v4,org.contract4j5.contract,Invar.java,Invar,FALSE,TRUE,FALSE,1,0
contract4j_v4,org.contract4j5.controller,Contract4J.java,Contract4J,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.controller,Contract4J.java,TestType,FALSE,FALSE,FALSE,2,2
contract4j_v4,org.contract4j5.enforcer,ContractEnforcerHelper.java,ContractEnforcerHelper,TRUE,FALSE,TRUE,1,1
contract4j_v4,org.contract4j5.enforcer,NullContractEnforcer.java,NullContractEnforcer,TRUE,FALSE,FALSE,1,1
contract4j_v4,org.contract4j5.enforcer,ContractEnforcer.java,ContractEnforcer,FALSE,TRUE,FALSE,0,0
contract4j_v4,org.contract4j5.enforcer.defaultimpl,DefaultContractEnforcer.java,DefaultContractEnforcer,TRUE,FALSE,FALSE,1,2
contract4j_v4,org.contract4j5.errors,TestSpecificationError.java,TestSpecificationError,TRUE,FALSE,FALSE,1,4
contract4j_v4,org.contract4j5.errors,ContractError.java,ContractError,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.instance,Instance.java,Instance,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.instance,InstanceUtils.java,InstanceUtils,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.interpreter,ExpressionInterpreter.java,ExpressionInterpreter,FALSE,TRUE,FALSE,0,0
contract4j_v4,org.contract4j5.interpreter,ExpressionInterpreter.java,InvalidTestExpression,FALSE,FALSE,FALSE,2,2
contract4j_v4,org.contract4j5.interpreter,ExpressionInterpreterHelper.java,ExpressionInterpreterHelper,TRUE,FALSE,TRUE,1,1
contract4j_v4,org.contract4j5.interpreter,TestResult.java,TestResult,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.interpreter,NullExpressionInterpreter.java,NullExpressionInterpreter,TRUE,FALSE,FALSE,1,1
contract4j_v4,org.contract4j5.interpreter.bsf,BSFExpressionInterpreterAdapter.java,BSFExpressionInterpreterAdapter,TRUE,FALSE,FALSE,1,2
contract4j_v4,org.contract4j5.interpreter.bsf.groovy,GroovyBSFExpressionInterpreter.java,GroovyBSFExpressionInterpreter,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.interpreter.bsf.jexl,JexlBSFEngine.java,JexlBSFEngine,TRUE,FALSE,FALSE,3,2
contract4j_v4,org.contract4j5.interpreter.bsf.jexl,JexlBSFExpressionInterpreter.java,JexlBSFExpressionInterpreter,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.interpreter.bsf.jruby,JRubyBSFExpressionInterpreter.java,JRubyBSFExpressionInterpreter,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.interpreter.jexl,JexlExpressionInterpreter.java,JexlExpressionInterpreter,TRUE,FALSE,FALSE,1,2
contract4j_v4,org.contract4j5.reporter,CompositeReporter.java,CompositeReporter,TRUE,FALSE,FALSE,1,2
contract4j_v4,org.contract4j5.reporter,ReporterHelper.java,ReporterHelper,TRUE,FALSE,TRUE,1,1
contract4j_v4,org.contract4j5.reporter,Severity.java,Severity,FALSE,FALSE,FALSE,2,2
contract4j_v4,org.contract4j5.reporter,Reporter.java,Reporter,FALSE,TRUE,FALSE,0,0
contract4j_v4,org.contract4j5.reporter,WriterReporter.java,WriterReporter,TRUE,FALSE,FALSE,1,2
contract4j_v4,org.contract4j5.reporter,NullReporter.java,NullReporter,TRUE,FALSE,FALSE,1,1
contract4j_v4,org.contract4j5.testexpression,ParentTestExpressionFinder.java,ParentTestExpressionFinder,FALSE,TRUE,FALSE,0,0
contract4j_v4,org.contract4j5.testexpression,DefaultFieldInvarTestExpressionMaker.java,DefaultFieldInvarTestExpressionMaker,TRUE,FALSE,FALSE,1,2
contract4j_v4,org.contract4j5.testexpression,DefaultPreTestExpressionMaker.java,DefaultPreTestExpressionMaker,TRUE,FALSE,FALSE,1,2
contract4j_v4,org.contract4j5.testexpression,DefaultTestExpressionMakerHelper.java,DefaultTestExpressionMakerHelper,TRUE,FALSE,TRUE,1,1
contract4j_v4,org.contract4j5.testexpression,SimpleStringDefaultTestExpressionMaker.java,SimpleStringDefaultTestExpressionMaker,TRUE,FALSE,FALSE,1,2
contract4j_v4,org.contract4j5.testexpression,DefaultPostTestExpressionMaker.java,DefaultPostTestExpressionMaker,TRUE,FALSE,FALSE,1,2
contract4j_v4,org.contract4j5.testexpression,DefaultTestExpressionMaker.java,DefaultTestExpressionMaker,FALSE,TRUE,FALSE,0,0
contract4j_v4,org.contract4j5.testexpression,ParentTestExpressionFinderImpl.java,ParentTestExpressionFinderImpl,TRUE,FALSE,FALSE,1,1
contract4j_v4,org.contract4j5.testexpression,ParentTestExpressionFinderImpl.java,NameDeterminator,FALSE,TRUE,FALSE,0,0
contract4j_v4,org.contract4j5.testexpression,ParentTestExpressionFinderImpl.java,DefaultNameDeterminator,TRUE,FALSE,FALSE,1,1
contract4j_v4,org.contract4j5.testexpression,ParentTestExpressionFinderImpl.java,CtorNameDeterminator,TRUE,FALSE,FALSE,1,1
contract4j_v4,org.contract4j5.aspects.test,Contract4JTest.java,Contract4JTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.aspects.test,UsageTest.java,UsageTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.aspects.test,UsageTest.java,MissingContractAnno,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.aspects.test,ClassWithStaticMethodsWithTests.java,ClassWithStaticMethodsWithTests,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.configurator.ensurer,ReporterDependencyInitializerTest.java,ReporterDependencyInitializerTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.configurator.ensurer,ReporterDependencyInitializerTest.java,StubReporter,TRUE,FALSE,FALSE,1,1
contract4j_v4,org.contract4j5.configurator.ensurer,ReporterDependencyInitializerTest.java,ObjectWithUninitializedReporter,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.configurator.test,ConfiguratorForTesting.java,ConfiguratorForTesting,TRUE,FALSE,FALSE,1,2
contract4j_v4,org.contract4j5.configurator.test,AbstractConfiguratorTest.java,AbstractConfiguratorTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.configurator.test,AbstractConfiguratorTest.java,StubExpressionInterpreter,TRUE,FALSE,FALSE,1,1
contract4j_v4,org.contract4j5.configurator.test,AbstractConfiguratorTest.java,StubContractEnforcer,TRUE,FALSE,FALSE,1,1
contract4j_v4,org.contract4j5.configurator.test,AbstractConfiguratorTest.java,StubTestExpressionFinder,TRUE,FALSE,FALSE,1,1
contract4j_v4,org.contract4j5.configurator.test,AbstractConfiguratorTest.java,StubConfigurator,TRUE,FALSE,FALSE,1,2
contract4j_v4,org.contract4j5.configurator.test,DefaultConfigurationWhenNoneUsedExplicitlyTest.java,DefaultConfigurationWhenNoneUsedExplicitlyTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.configurator.test,DefaultConfigurationWhenNoneUsedExplicitlyTest.java,ErrorClass,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.configurator.test,PropertiesConfiguratorTest.java,PropertiesConfiguratorTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.configurator.test,PropertiesConfiguratorTest.java,StubConfigurator,TRUE,FALSE,FALSE,1,2
contract4j_v4,org.contract4j5.configurator.test,PropertiesConfiguratorTest.java,StubReporter,TRUE,FALSE,FALSE,1,1
contract4j_v4,org.contract4j5.configurator.test,PropertiesConfiguratorTest.java,StubWriter,TRUE,FALSE,FALSE,4,2
contract4j_v4,org.contract4j5.configurator.test,PropertiesConfiguratorTest.java,StubOutputStream,TRUE,FALSE,FALSE,3,2
contract4j_v4,org.contract4j5.configurator.test,PropertiesConfiguratorTest.java,StubExpressionInterpreter,TRUE,FALSE,FALSE,1,1
contract4j_v4,org.contract4j5.configurator.test,PropertiesConfiguratorTest.java,StubDefaultTestExpressionMaker,TRUE,FALSE,FALSE,1,1
contract4j_v4,org.contract4j5.configurator.test,PropertiesConfiguratorTest.java,StubParentTestExpressionFinder,TRUE,FALSE,FALSE,1,1
contract4j_v4,org.contract4j5.enforcer.test,NewContractEnforcerHelperSubclassTest.java,NewContractEnforcerHelperSubclassTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.enforcer.test,NewContractEnforcerHelperSubclassTest.java,SpecialContractEnforcer,TRUE,FALSE,FALSE,1,2
contract4j_v4,org.contract4j5.enforcer.test,NewContractEnforcerHelperSubclassTest.java,MyError,TRUE,FALSE,FALSE,1,4
contract4j_v4,org.contract4j5.enforcer.test,ContractEnforcerImpl_invokeTest.java,ContractEnforcerImpl_invokeTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.enforcer.test,ContractEnforcerImpl_invokeTest.java,Dummy,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.enforcer.test,DefaultContractEnforcerTest.java,DefaultContractEnforcerTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.interpreter.bsf.test,BSFExpressionInterpreterAdapterExpressionEvalTest.java,BSFExpressionInterpreterAdapterExpressionEvalTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.interpreter.bsf.test,BSFExpressionInterpreterAdapterExpressionEvalTest.java,Foo,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.interpreter.bsf.test,BSFExpressionInterpreterAdapterExpressionEvalTest.java,WhenFails,FALSE,FALSE,FALSE,2,2
contract4j_v4,org.contract4j5.interpreter.bsf.test,BSFExpressionInterpreterAdapterExpressionEvalTest.java,AccessorTester,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.interpreter.bsf.test,BSFExpressionInterpreterAdapterSimpleTest.java,BSFExpressionInterpreterAdapterSimpleTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.interpreter.bsf.test,StubBSFEngine.java,StubBSFEngine,TRUE,FALSE,FALSE,3,1
contract4j_v4,org.contract4j5.interpreter.test,MethodPropertyExample.java,MethodPropertyExample,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.interpreter.test,MethodPropertyExample.java,Foo,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.interpreter.test,ExpressionInterpreterStub.java,ExpressionInterpreterStub,TRUE,FALSE,FALSE,1,2
contract4j_v4,org.contract4j5.interpreter.test,ExpressionInterpreterHelperTest.java,ExpressionInterpreterHelperTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.interpreter.test,TestResultTest.java,TestResultTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,ObjectFieldInvarTest.java,ObjectFieldInvarTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,ObjectFieldInvarTest.java,FieldInvarWithDefaultExpr,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,ObjectFieldInvarTest.java,FieldInvarWithDefinedExpr,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,OverriddenContractTest.java,OverriddenContractTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,OverriddenContractDerived.java,OverriddenContractDerived,TRUE,FALSE,FALSE,0,2
contract4j_v4,org.contract4j5.test,ConstructorInvarTest.java,ConstructorInvarTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,ConstructorInvarTest.java,ConstructorInvarWithDefaultExpr,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,ConstructorInvarTest.java,ConstructorInvarWithDefinedExpr,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,ExampleContractInterfaceDerivedImpl.java,ExampleContractInterfaceDerivedImpl,TRUE,FALSE,FALSE,2,2
contract4j_v4,org.contract4j5.test,TypeInvarTest.java,TypeInvarTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,TypeInvarTest.java,TypeInvarWithDefaultExpr,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,TypeInvarTest.java,TypeInvarWithDefinedExpr,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,AnnotationMessageTest.java,AnnotationMessageTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,AnnotationMessageTest.java,Foo,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,NoContractInterface.java,NoContractInterface,FALSE,TRUE,FALSE,1,0
contract4j_v4,org.contract4j5.test,EnableDisableContractsTest.java,EnableDisableContractsTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,TestContextImplTest.java,TestContextImplTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,Eclipse153490BugTest.java,Eclipse153490BugTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,Eclipse153490BugTest.java,Foo,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,NoContractInterfaceImplTest.java,NoContractInterfaceImplTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,OverriddenContractBase.java,OverriddenContractBase,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,NoContractInterfaceDerivedImplTest.java,NoContractInterfaceDerivedImplTest,TRUE,FALSE,FALSE,1,4
contract4j_v4,org.contract4j5.test,ContractInterfaceTest.java,ContractInterfaceTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,ContractInterfaceTest.java,ExampleContractInterfaceImplWithNoAnnos,TRUE,FALSE,FALSE,2,1
contract4j_v4,org.contract4j5.test,ContractInterfaceTest.java,ExampleContractInterfaceImplWithAnnos,TRUE,FALSE,FALSE,2,1
contract4j_v4,org.contract4j5.test,ConstructorBoundaryTest.java,ConstructorBoundaryTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,ConstructorBoundaryTest.java,ConstructorBoundaryWithDefaultExpr,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,ConstructorBoundaryTest.java,ConstructorBoundaryWithDefinedExpr,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,PrimitiveFieldInvarTest.java,PrimitiveFieldInvarTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,PrimitiveFieldInvarTest.java,FieldInvarWithDefaultExpr,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,PrimitiveFieldInvarTest.java,FieldInvarWithDefinedExpr,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,PrimitiveFieldInvarTest.java,DefaultFieldWithoutAccessor,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,PrimitiveFieldInvarTest.java,PrivateFieldWithoutAccessor,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,PrimitiveFieldInvarTest.java,ProtectedFieldWithoutAccessor,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,PrimitiveFieldInvarTest.java,PublicFieldWithoutAccessor,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,NoContractInterfaceImpl.java,NoContractInterfaceImpl,TRUE,FALSE,FALSE,2,1
contract4j_v4,org.contract4j5.test,ExampleBaseInterface.java,ExampleBaseInterface,FALSE,TRUE,FALSE,0,0
contract4j_v4,org.contract4j5.test,BaseTestClass.java,BaseTestClass,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,BaseTestClass.java,NestedBaseTestClass,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,MethodInvarTest.java,MethodInvarTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,MethodInvarTest.java,MethodInvarWithDefaultExpr,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,MethodInvarTest.java,MethodInvarWithDefinedExpr,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,ExampleContractInterfaceImpl.java,ExampleContractInterfaceImpl,TRUE,FALSE,FALSE,2,1
contract4j_v4,org.contract4j5.test,MethodBoundaryTest.java,MethodBoundaryTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,MethodBoundaryTest.java,MethodBoundaryWithDefaultExpr,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,MethodBoundaryTest.java,MethodBoundaryWithDefinedExpr,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.test,ExampleContractInterface.java,ExampleContractInterface,FALSE,TRUE,FALSE,1,0
contract4j_v4,org.contract4j5.test,ContractInterfaceImplTest.java,ContractInterfaceImplTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,NoContractInterfaceDerivedImpl.java,NoContractInterfaceDerivedImpl,TRUE,FALSE,FALSE,2,2
contract4j_v4,org.contract4j5.test,ContractInterfaceDerivedImplTest.java,ContractInterfaceDerivedImplTest,TRUE,FALSE,FALSE,1,4
contract4j_v4,org.contract4j5.test,TestOld.java,TestOld,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.test,TestOld.java,Point,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.testexpression.test,DefaultPreTestExpressionMakerTest.java,DefaultPreTestExpressionMakerTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.testexpression.test,DefaultTestExpressionMakerHelperTest.java,DefaultTestExpressionMakerHelperTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.testexpression.test,DefaultTestExpressionMakerHelperTest.java,DefaultTestExpressionMakerStub,TRUE,FALSE,FALSE,1,2
contract4j_v4,org.contract4j5.testexpression.test,ParentTestExpressionFinderImplTest.java,ParentTestExpressionFinderImplTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.testexpression.test,DefaultPostTestExpressionMakerTest.java,DefaultPostTestExpressionMakerTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.testexpression.test,DefaultFieldInvarTestExpressionMakerTest.java,DefaultFieldInvarTestExpressionMakerTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.testexpression.test,SimpleStringDefaultTestExpressionMakerTest.java,SimpleStringDefaultTestExpressionMakerTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.testexpression.test,SimpleStringDefaultTestExpressionMakerTest.java,Foo,TRUE,FALSE,FALSE,0,1
contract4j_v4,org.contract4j5.util.reporter,SeverityTest.java,SeverityTest,TRUE,FALSE,FALSE,1,3
contract4j_v4,org.contract4j5.configurator.spring.test,ConstructWithSpringTest.java,ConstructWithSpringTest,TRUE,FALSE,FALSE,1,3
contract4j_v5,org.contract4j5.configurator,NullConfigurator.java,NullConfigurator,TRUE,FALSE,FALSE,1,2
contract4j_v5,org.contract4j5.configurator,AbstractConfigurator.java,AbstractConfigurator,TRUE,FALSE,TRUE,1,1
contract4j_v5,org.contract4j5.configurator,Configurator.java,Configurator,FALSE,TRUE,FALSE,0,0
contract4j_v5,org.contract4j5.configurator,Configurator.java,ConfigurationFailedException,TRUE,FALSE,FALSE,1,4
contract4j_v5,org.contract4j5.configurator.properties,PropertiesConfigurator.java,PropertiesConfigurator,TRUE,FALSE,FALSE,1,2
contract4j_v5,org.contract4j5.configurator.properties,PropertiesConfigurator.java,EnabledPropertyKeys,FALSE,FALSE,FALSE,2,2
contract4j_v5,org.contract4j5.configurator.properties,PropertiesConfigurator.java,KnownBeanKeys,FALSE,FALSE,FALSE,2,2
contract4j_v5,org.contract4j5.context,TestContext.java,TestContext,FALSE,TRUE,FALSE,0,0
contract4j_v5,org.contract4j5.context,TestContextImpl.java,TestContextImpl,TRUE,FALSE,FALSE,1,1
contract4j_v5,org.contract4j5.contract,Contract.java,Contract,FALSE,TRUE,FALSE,1,0
contract4j_v5,org.contract4j5.contract,Post.java,Post,FALSE,TRUE,FALSE,1,0
contract4j_v5,org.contract4j5.contract,Pre.java,Pre,FALSE,TRUE,FALSE,1,0
contract4j_v5,org.contract4j5.contract,Invar.java,Invar,FALSE,TRUE,FALSE,1,0
contract4j_v5,org.contract4j5.controller,Contract4J.java,Contract4J,TRUE,FALSE,FALSE,0,1
contract4j_v5,org.contract4j5.controller,Contract4J.java,TestType,FALSE,FALSE,FALSE,2,2
contract4j_v5,org.contract4j5.enforcer,ContractEnforcerHelper.java,ContractEnforcerHelper,TRUE,FALSE,TRUE,1,1
contract4j_v5,org.contract4j5.enforcer,NullContractEnforcer.java,NullContractEnforcer,TRUE,FALSE,FALSE,1,1
contract4j_v5,org.contract4j5.enforcer,ContractEnforcer.java,ContractEnforcer,FALSE,TRUE,FALSE,0,0
contract4j_v5,org.contract4j5.enforcer.defaultimpl,DefaultContractEnforcer.java,DefaultContractEnforcer,TRUE,FALSE,FALSE,1,2
contract4j_v5,org.contract4j5.errors,ContractError.java,ContractError,TRUE,FALSE,FALSE,1,3
contract4j_v5,org.contract4j5.errors,TestSpecificationError.java,TestSpecificationError,TRUE,FALSE,FALSE,1,4
contract4j_v5,org.contract4j5.instance,Instance.java,Instance,TRUE,FALSE,FALSE,0,1
contract4j_v5,org.contract4j5.instance,InstanceUtils.java,InstanceUtils,TRUE,FALSE,FALSE,0,1
contract4j_v5,org.contract4j5.interpreter,ExpressionInterpreter.java,ExpressionInterpreter,FALSE,TRUE,FALSE,0,0
contract4j_v5,org.contract4j5.interpreter,ExpressionInterpreter.java,InvalidTestExpression,FALSE,FALSE,FALSE,2,2
contract4j_v5,org.contract4j5.interpreter,ExpressionInterpreterHelper.java,ExpressionInterpreterHelper,TRUE,FALSE,TRUE,1,1
contract4j_v5,org.contract4j5.interpreter,ExpressionInterpreterHelper.java,TestCacheEntry,TRUE,FALSE,FALSE,0,1
contract4j_v5,org.contract4j5.interpreter,NullExpressionInterpreter.java,NullExpressionInterpreter,TRUE,FALSE,FALSE,1,1
contract4j_v5,org.contract4j5.interpreter,TestResult.java,TestResult,TRUE,FALSE,FALSE,0,1
contract4j_v5,org.contract4j5.interpreter.bsf,BSFExpressionInterpreterAdapter.java,BSFExpressionInterpreterAdapter,TRUE,FALSE,FALSE,1,2
contract4j_v5,org.contract4j5.interpreter.bsf,BSFEngineAdapter.java,BSFEngineAdapter,TRUE,FALSE,TRUE,3,2
contract4j_v5,org.contract4j5.interpreter.bsf.groovy,GroovyBSFExpressionInterpreter.java,GroovyBSFExpressionInterpreter,TRUE,FALSE,FALSE,1,3
contract4j_v5,org.contract4j5.interpreter.bsf.jexl,JexlBSFEngine.java,JexlBSFEngine,TRUE,FALSE,FALSE,3,3
contract4j_v5,org.contract4j5.interpreter.bsf.jexl,JexlBSFExpressionInterpreter.java,JexlBSFExpressionInterpreter,TRUE,FALSE,FALSE,1,3
contract4j_v5,org.contract4j5.interpreter.bsf.jruby,JRubyBSFExpressionInterpreter.java,JRubyBSFExpressionInterpreter,TRUE,FALSE,FALSE,1,3
